,created_at,tweet_count,retweet_count,favorite_count,multiplied_senti,Date,Close,Volume,Price_Trend,Volume_Trend
16,2019-08-12 04:20:00,90,19.0,141.0,78.86322417101776,2019-08-12 04:20:00,11452.17,0.00495223,1.0,0.0
17,2019-08-12 04:40:00,70,85.0,423.0,96.3882598582484,2019-08-12 04:40:00,11454.23,0.00617198,1.0,1.0
18,2019-08-12 05:00:00,130,48.0,206.0,84.34011381112873,2019-08-12 05:00:00,11413.85,0.0,1.0,0.0
19,2019-08-12 05:20:00,71,44.0,164.0,92.61123321490354,2019-08-12 05:20:00,11397.45,9.04087407,1.0,1.0
20,2019-08-12 05:40:00,88,70.0,307.0,98.04537394657677,2019-08-12 05:40:00,11369.03,3.12008294,0.0,0.0
21,2019-08-12 06:00:00,133,50.0,132.0,126.46393106207135,2019-08-12 06:00:00,11377.21,0.0,0.0,0.0
22,2019-08-12 06:20:00,78,135.0,434.0,126.44054868896113,2019-08-12 06:20:00,11368.87,0.0,1.0,0.0
23,2019-08-12 06:40:00,88,149.0,612.0,117.88241389486357,2019-08-12 06:40:00,11386.24,0.01053199,1.0,1.0
24,2019-08-12 07:00:00,141,205.0,801.0,159.69369235779627,2019-08-12 07:00:00,11365.06,0.0,1.0,0.0
25,2019-08-12 07:20:00,119,135.0,488.0,205.98640250824474,2019-08-12 07:20:00,11352.85,0.00420719,1.0,1.0
26,2019-08-12 07:40:00,101,753.0,933.0,204.58181249216332,2019-08-12 07:40:00,11370.0,0.03013005,1.0,1.0
27,2019-08-12 08:00:00,154,65.0,191.0,144.64836260106702,2019-08-12 08:00:00,11395.96,0.0,1.0,0.0
28,2019-08-12 08:20:00,109,58.0,251.0,147.755047786514,2019-08-12 08:20:00,11347.22,0.0,1.0,0.0
29,2019-08-12 08:40:00,94,58.0,191.0,97.08124272235229,2019-08-12 08:40:00,11322.45,0.0,0.0,0.0
30,2019-08-12 09:00:00,171,53.0,177.0,184.12419338777582,2019-08-12 09:00:00,11356.86,0.038,1.0,1.0
31,2019-08-12 09:20:00,133,158.0,741.0,174.6521457289082,2019-08-12 09:20:00,11361.94,0.00245298,1.0,1.0
32,2019-08-12 09:40:00,101,81.0,335.0,111.39226153794742,2019-08-12 09:40:00,11369.01,0.00343168,1.0,1.0
33,2019-08-12 10:00:00,188,50.0,301.0,181.72870074115517,2019-08-12 10:00:00,11331.27,0.12948947,1.0,1.0
34,2019-08-12 10:20:00,156,135.0,430.0,177.43432266420132,2019-08-12 10:20:00,11348.07,0.0,1.0,1.0
35,2019-08-12 10:40:00,132,94.0,282.0,283.9810211086553,2019-08-12 10:40:00,11363.9,0.0,1.0,1.0
36,2019-08-12 11:00:00,205,137.0,451.0,167.62513741979288,2019-08-12 11:00:00,11376.99,0.0,0.0,0.0
37,2019-08-12 11:20:00,127,207.0,690.0,162.1874276559105,2019-08-12 11:20:00,11338.94,0.04330991,1.0,1.0
38,2019-08-12 11:40:00,148,127.0,459.0,161.62390356743626,2019-08-12 11:40:00,11314.96,0.0,0.0,0.0
39,2019-08-12 12:00:00,236,965.0,4306.0,156.5145540311643,2019-08-12 12:00:00,11323.62,0.0,1.0,0.0
40,2019-08-12 12:20:00,160,595.0,1084.0,145.66689921677687,2019-08-12 12:20:00,11351.92,0.00420819,1.0,0.0
41,2019-08-12 12:40:00,169,107.0,586.0,227.6912774140223,2019-08-12 12:40:00,11386.54,0.011794200000000001,1.0,0.0
42,2019-08-12 13:00:00,196,195.0,496.0,174.3353315904079,2019-08-12 13:00:00,11361.77,4.27435829,0.0,1.0
43,2019-08-12 13:20:00,180,411.0,832.0,244.84928059200914,2019-08-12 13:20:00,11354.69,0.0,1.0,1.0
44,2019-08-12 13:40:00,186,202.0,845.0,79.25118250322912,2019-08-12 13:40:00,11363.87,0.13149759,1.0,0.0
45,2019-08-12 14:00:00,228,372.0,1147.0,173.6949034393155,2019-08-12 14:00:00,11362.41,0.03508867,1.0,1.0
46,2019-08-12 14:20:00,162,866.0,1131.0,57.87557206033021,2019-08-12 14:20:00,11374.96,1.01766037,1.0,1.0
47,2019-08-12 14:40:00,123,111.0,304.0,124.91516430813223,2019-08-12 14:40:00,11371.89,0.0,1.0,0.0
48,2019-08-12 15:00:00,221,98.0,407.0,106.30041176825407,2019-08-12 15:00:00,11365.68,0.72847224,1.0,1.0
49,2019-08-12 15:20:00,177,491.0,929.0,104.79619565260906,2019-08-12 15:20:00,11355.99,0.45027849,1.0,1.0
50,2019-08-12 15:40:00,122,90.0,408.0,120.8900439877043,2019-08-12 15:40:00,11371.87,0.80442477,0.0,1.0
51,2019-08-12 16:00:00,201,245.0,753.0,229.41269884594874,2019-08-12 16:00:00,11374.99,0.10516388,1.0,0.0
52,2019-08-12 16:20:00,151,146.0,633.0,179.4325655815835,2019-08-12 16:20:00,11368.28,1.39316857,1.0,1.0
53,2019-08-12 16:40:00,118,162.0,595.0,152.9317199833271,2019-08-12 16:40:00,11380.68,0.04314,1.0,1.0
54,2019-08-12 17:00:00,213,68.0,297.0,170.3999034252569,2019-08-12 17:00:00,11385.95,1.4872197369,0.0,1.0
55,2019-08-12 17:20:00,136,170.0,834.0,203.02840033471242,2019-08-12 17:20:00,11407.96,3.9244094488999997,1.0,1.0
56,2019-08-12 17:40:00,121,132.0,351.0,82.6591294648796,2019-08-12 17:40:00,11382.95,1.03796901,1.0,1.0
57,2019-08-12 18:00:00,218,90.0,347.0,237.3791959800497,2019-08-12 18:00:00,11395.59,0.02687243,0.0,0.0
58,2019-08-12 18:20:00,156,48.0,271.0,142.78516390678263,2019-08-12 18:20:00,11380.36,0.00197877,1.0,0.0
59,2019-08-12 18:40:00,107,191.0,398.0,38.446621285924564,2019-08-12 18:40:00,11383.0,0.46725634,0.0,1.0
60,2019-08-12 19:00:00,177,132.0,602.0,111.05115103085295,2019-08-12 19:00:00,11401.86,0.00229266,0.0,0.0
61,2019-08-12 19:20:00,149,125.0,460.0,199.6926994860351,2019-08-12 19:20:00,11407.0,0.04295878,1.0,0.0
62,2019-08-12 19:40:00,133,422.0,1591.0,173.69003965477785,2019-08-12 19:40:00,11409.96,0.0,1.0,0.0
63,2019-08-12 20:00:00,186,143.0,590.0,87.23414847394277,2019-08-12 20:00:00,11419.83,0.06784119,0.0,0.0
64,2019-08-12 20:20:00,153,73.0,350.0,130.74171817109382,2019-08-12 20:20:00,11437.54,0.84282928,1.0,0.0
65,2019-08-12 20:40:00,129,128.0,632.0,96.00175401703636,2019-08-12 20:40:00,11432.9,0.7388331578,1.0,1.0
66,2019-08-12 21:00:00,200,74.0,204.0,114.64377186996555,2019-08-12 21:00:00,11416.59,0.05487477,0.0,1.0
67,2019-08-12 21:20:00,102,725.0,1975.0,92.59340264800959,2019-08-12 21:20:00,11418.07,4.69862394,1.0,1.0
68,2019-08-12 21:40:00,142,64.0,199.0,147.0368598157092,2019-08-12 21:40:00,11398.52,0.0409596,1.0,0.0
69,2019-08-12 22:00:00,172,73.0,229.0,88.67894203509664,2019-08-12 22:00:00,11392.0,1.20369557,0.0,1.0
70,2019-08-12 22:20:00,107,49.0,135.0,134.04057147374797,2019-08-12 22:20:00,11377.33,0.31457259,0.0,1.0
71,2019-08-12 22:40:00,94,70.0,189.0,142.25105180417788,2019-08-12 22:40:00,11415.44,0.17538371,1.0,1.0
72,2019-08-12 23:00:00,171,140.0,324.0,103.53059194613225,2019-08-12 23:00:00,11400.84,0.00149112,1.0,1.0
73,2019-08-12 23:20:00,88,162.0,261.0,110.07914590022776,2019-08-12 23:20:00,11389.35,0.32436695,1.0,1.0
74,2019-08-12 23:40:00,88,73.0,183.0,113.83731963055207,2019-08-12 23:40:00,11386.04,0.00166918,1.0,1.0
75,2019-08-13 00:00:00,159,151.0,672.0,149.82431734841603,2019-08-13 00:00:00,11383.68,0.01259774,1.0,1.0
76,2019-08-13 00:20:00,137,162.0,576.0,226.56600417710172,2019-08-13 00:20:00,11379.01,0.0324616867,1.0,1.0
77,2019-08-13 00:40:00,112,73.0,337.0,72.02509410586593,2019-08-13 00:40:00,11397.46,0.9806374196,0.0,1.0
78,2019-08-13 01:00:00,143,58.0,266.0,176.94728144147578,2019-08-13 01:00:00,11409.99,0.06442987,0.0,0.0
79,2019-08-13 01:20:00,77,93.0,242.0,76.57452619072377,2019-08-13 01:20:00,11400.01,0.0,1.0,0.0
80,2019-08-13 01:40:00,87,28.0,135.0,76.72717675965002,2019-08-13 01:40:00,11407.25,0.72361855,1.0,1.0
81,2019-08-13 02:00:00,135,107.0,290.0,148.33395716277394,2019-08-13 02:00:00,11409.33,0.01632797,0.0,1.0
82,2019-08-13 02:20:00,89,56.0,163.0,104.5677848763274,2019-08-13 02:20:00,11414.59,0.00458053,1.0,1.0
83,2019-08-13 02:40:00,93,130.0,357.0,82.81949494479055,2019-08-13 02:40:00,11398.18,0.00790176,1.0,0.0
84,2019-08-13 03:00:00,119,81.0,310.0,85.2418175341742,2019-08-13 03:00:00,11381.04,0.01403821,0.0,1.0
85,2019-08-13 03:20:00,93,51.0,224.0,72.20812272402138,2019-08-13 03:20:00,11360.01,10.04314248,1.0,1.0
86,2019-08-13 03:40:00,89,159.0,314.0,93.81509296000307,2019-08-13 03:40:00,11374.0,0.04700748,1.0,1.0
87,2019-08-13 04:00:00,137,96.0,238.0,68.36519436046012,2019-08-13 04:00:00,11375.0,0.010643099999999999,1.0,0.0
88,2019-08-13 04:20:00,108,156.0,360.0,121.2818018051532,2019-08-13 04:20:00,11370.0,0.0,1.0,0.0
89,2019-08-13 04:40:00,75,38.0,239.0,25.294060244601035,2019-08-13 04:40:00,11337.98,0.0,0.0,0.0
90,2019-08-13 05:00:00,132,148.0,334.0,45.22218232020363,2019-08-13 05:00:00,11326.59,0.04794129,0.0,0.0
91,2019-08-13 05:20:00,102,64.0,169.0,94.50326694063449,2019-08-13 05:20:00,11349.99,0.24912951,0.0,1.0
92,2019-08-13 05:40:00,96,43.0,179.0,86.431591093034,2019-08-13 05:40:00,11369.05,0.0172424,1.0,1.0
93,2019-08-13 06:00:00,143,151.0,299.0,135.44943675324694,2019-08-13 06:00:00,11365.18,0.0,1.0,1.0
94,2019-08-13 06:20:00,101,58.0,211.0,117.1455401356904,2019-08-13 06:20:00,11361.98,0.0,0.0,0.0
95,2019-08-13 06:40:00,112,135.0,516.0,102.92700030032158,2019-08-13 06:40:00,11355.27,0.0,1.0,1.0
96,2019-08-13 07:00:00,188,393.0,545.0,72.1149815382101,2019-08-13 07:00:00,11348.01,0.00016036,1.0,1.0
97,2019-08-13 07:20:00,143,136.0,554.0,182.2230710839329,2019-08-13 07:20:00,11340.01,0.00878585,1.0,0.0
98,2019-08-13 07:40:00,98,70.0,695.0,147.42386940535133,2019-08-13 07:40:00,11348.01,0.2,1.0,1.0
99,2019-08-13 08:00:00,170,112.0,532.0,132.15828794164273,2019-08-13 08:00:00,11344.16,0.0,1.0,0.0
100,2019-08-13 08:20:00,134,78.0,368.0,99.2003933880768,2019-08-13 08:20:00,11315.11,0.00035263,1.0,1.0
101,2019-08-13 08:40:00,129,135.0,518.0,102.64255233527929,2019-08-13 08:40:00,11300.97,0.0,1.0,1.0
102,2019-08-13 09:00:00,175,72.0,253.0,53.880701845142255,2019-08-13 09:00:00,11316.47,0.0,1.0,1.0
103,2019-08-13 09:20:00,144,365.0,533.0,88.99830497291263,2019-08-13 09:20:00,11277.77,0.02461167,1.0,1.0
104,2019-08-13 09:40:00,128,101.0,409.0,142.75929902705045,2019-08-13 09:40:00,11250.99,0.01585913,1.0,0.0
105,2019-08-13 10:00:00,180,96.0,284.0,184.6307768097499,2019-08-13 10:00:00,11277.17,0.05761468,1.0,1.0
106,2019-08-13 10:20:00,145,47.0,175.0,99.97513595124919,2019-08-13 10:20:00,11263.42,0.09100248,1.0,1.0
107,2019-08-13 10:40:00,130,64.0,277.0,121.94898829030728,2019-08-13 10:40:00,11219.91,0.0,1.0,0.0
108,2019-08-13 11:00:00,217,149.0,499.0,183.79549751665965,2019-08-13 11:00:00,11216.71,0.212,1.0,0.0
109,2019-08-13 11:20:00,160,117.0,335.0,135.06482863571608,2019-08-13 11:20:00,11240.22,0.0,0.0,0.0
110,2019-08-13 11:40:00,147,141.0,644.0,200.5360973662339,2019-08-13 11:40:00,11254.64,0.0,1.0,0.0
111,2019-08-13 12:00:00,235,136.0,549.0,239.0766942910577,2019-08-13 12:00:00,11245.35,0.00464667,1.0,0.0
112,2019-08-13 12:20:00,178,111.0,486.0,248.93321385865312,2019-08-13 12:20:00,11234.21,0.0,0.0,0.0
113,2019-08-13 12:40:00,157,217.0,1147.0,166.40388848505364,2019-08-13 12:40:00,11259.99,0.08704972,1.0,1.0
114,2019-08-13 13:00:00,258,151.0,523.0,312.75451298239426,2019-08-13 13:00:00,11209.93,0.03053519,1.0,0.0
115,2019-08-13 13:20:00,181,184.0,515.0,209.24837137690156,2019-08-13 13:20:00,11160.15,2.5757,0.0,0.0
116,2019-08-13 13:40:00,172,85.0,313.0,210.86443653165128,2019-08-13 13:40:00,11143.81,0.10645507,0.0,1.0
117,2019-08-13 14:00:00,246,419.0,1301.0,219.32785960548478,2019-08-13 14:00:00,11072.5,5.36510218,1.0,1.0
118,2019-08-13 14:20:00,225,179.0,615.0,255.89883863831648,2019-08-13 14:20:00,11008.2,0.0814880606,1.0,0.0
119,2019-08-13 14:40:00,204,261.0,853.0,265.32473305237625,2019-08-13 14:40:00,10950.0,0.04109586,1.0,0.0
120,2019-08-13 15:00:00,233,141.0,557.0,183.08983864984577,2019-08-13 15:00:00,10940.13,0.1056312,0.0,1.0
121,2019-08-13 15:20:00,224,326.0,1074.0,19.011145299089172,2019-08-13 15:20:00,10903.01,0.00123294,1.0,0.0
122,2019-08-13 15:40:00,167,95.0,412.0,214.41043865985532,2019-08-13 15:40:00,10937.01,0.0457254,1.0,0.0
123,2019-08-13 16:00:00,226,576.0,2582.0,103.20542174983831,2019-08-13 16:00:00,10891.66,0.2887366771,0.0,0.0
124,2019-08-13 16:20:00,165,157.0,522.0,173.92703118279178,2019-08-13 16:20:00,10922.61,3.4267420314,1.0,1.0
125,2019-08-13 16:40:00,153,179.0,532.0,121.82653867945058,2019-08-13 16:40:00,10859.22,0.04137583,1.0,0.0
126,2019-08-13 17:00:00,238,141.0,558.0,186.4496191091903,2019-08-13 17:00:00,10783.14,40.6177519059,0.0,1.0
127,2019-08-13 17:20:00,155,520.0,1042.0,149.63892637685169,2019-08-13 17:20:00,10831.61,1.0462164373,1.0,1.0
128,2019-08-13 17:40:00,135,161.0,499.0,116.82684131373152,2019-08-13 17:40:00,10869.18,8.061367693400001,1.0,1.0
129,2019-08-13 18:00:00,179,78.0,350.0,167.78556155773703,2019-08-13 18:00:00,10846.48,0.38238678,1.0,1.0
130,2019-08-13 18:20:00,195,88.0,339.0,173.87821700002317,2019-08-13 18:20:00,10853.89,0.0,1.0,0.0
131,2019-08-13 18:40:00,130,165.0,672.0,150.35137023576158,2019-08-13 18:40:00,10888.88,0.05253428,1.0,1.0
132,2019-08-13 19:00:00,197,173.0,439.0,201.75398147195605,2019-08-13 19:00:00,10877.77,0.045804986,0.0,1.0
133,2019-08-13 19:20:00,142,59.0,299.0,186.04690493932102,2019-08-13 19:20:00,10893.05,0.44633597,0.0,0.0
134,2019-08-13 19:40:00,154,170.0,472.0,147.839711006775,2019-08-13 19:40:00,10888.38,0.00411705,1.0,0.0
135,2019-08-13 20:00:00,181,217.0,646.0,170.9610906983752,2019-08-13 20:00:00,10896.97,2.24196665,0.0,1.0
136,2019-08-13 20:20:00,122,126.0,461.0,97.22791306316668,2019-08-13 20:20:00,10935.03,0.09466741,1.0,1.0
137,2019-08-13 20:40:00,124,207.0,463.0,114.06205433984294,2019-08-13 20:40:00,10931.74,0.05082651,1.0,1.0
138,2019-08-13 21:00:00,182,104.0,302.0,167.71397384783313,2019-08-13 21:00:00,10881.06,0.0,1.0,0.0
139,2019-08-13 21:20:00,150,105.0,341.0,112.6667909019288,2019-08-13 21:20:00,10849.67,1.64857061,0.0,1.0
140,2019-08-13 21:40:00,112,224.0,660.0,142.74630439280492,2019-08-13 21:40:00,10831.28,0.02291123,0.0,0.0
141,2019-08-13 22:00:00,171,276.0,657.0,188.64275367230826,2019-08-13 22:00:00,10842.53,20.19777961,0.0,1.0
142,2019-08-13 22:20:00,136,276.0,619.0,175.29892026814497,2019-08-13 22:20:00,10839.99,0.04986403,1.0,0.0
143,2019-08-13 22:40:00,103,70.0,175.0,98.73450819546355,2019-08-13 22:40:00,10837.42,0.02262109,0.0,0.0
144,2019-08-13 23:00:00,159,103.0,449.0,148.01746048662704,2019-08-13 23:00:00,10863.67,0.00397273,1.0,0.0
145,2019-08-13 23:20:00,94,75.0,296.0,109.60150424122386,2019-08-13 23:20:00,10877.63,0.67469618,0.0,1.0
146,2019-08-13 23:40:00,84,18.0,161.0,99.32551504768993,2019-08-13 23:40:00,10863.63,0.0,0.0,0.0
147,2019-08-14 00:00:00,155,771.0,940.0,99.58588117360097,2019-08-14 00:00:00,10858.51,0.00413271,1.0,1.0
148,2019-08-14 00:20:00,102,174.0,504.0,123.96596935177077,2019-08-14 00:20:00,10812.51,0.06261566,0.0,0.0
149,2019-08-14 00:40:00,91,37.0,246.0,97.56772790762516,2019-08-14 00:40:00,10794.23,0.11804989,1.0,1.0
150,2019-08-14 01:00:00,154,137.0,722.0,146.6171077157443,2019-08-14 01:00:00,10762.1,22.05154621,1.0,1.0
151,2019-08-14 01:20:00,139,98.0,472.0,196.640422964451,2019-08-14 01:20:00,10659.14,161.0555257575,1.0,1.0
152,2019-08-14 01:40:00,89,63.0,278.0,145.21783062636004,2019-08-14 01:40:00,10557.79,1.19990452,1.0,0.0
153,2019-08-14 02:00:00,147,161.0,528.0,230.0283498550267,2019-08-14 02:00:00,10560.03,0.00764524,1.0,0.0
154,2019-08-14 02:20:00,101,117.0,618.0,164.5568886004086,2019-08-14 02:20:00,10574.42,1.035,0.0,0.0
155,2019-08-14 02:40:00,93,79.0,264.0,128.10780600148803,2019-08-14 02:40:00,10595.74,2.00525723,1.0,1.0
156,2019-08-14 03:00:00,139,136.0,372.0,169.88057939595143,2019-08-14 03:00:00,10629.57,4.23520245,1.0,1.0
157,2019-08-14 03:20:00,95,43.0,158.0,151.02314595948556,2019-08-14 03:20:00,10602.44,0.0,1.0,0.0
158,2019-08-14 03:40:00,90,72.0,348.0,147.51408302522233,2019-08-14 03:40:00,10582.8,0.0,1.0,0.0
159,2019-08-14 04:00:00,123,27.0,164.0,167.15863591275112,2019-08-14 04:00:00,10601.91,0.0,1.0,1.0
160,2019-08-14 04:20:00,106,46.0,119.0,83.66615499656193,2019-08-14 04:20:00,10599.41,0.01279822,0.0,1.0
161,2019-08-14 04:40:00,73,69.0,259.0,71.36588844876573,2019-08-14 04:40:00,10554.52,0.00546979,1.0,1.0
162,2019-08-14 05:00:00,138,56.0,215.0,104.93800195011625,2019-08-14 05:00:00,10527.79,0.45101,0.0,1.0
163,2019-08-14 05:20:00,95,16.0,96.0,65.62044924306937,2019-08-14 05:20:00,10545.18,0.1233260449,0.0,1.0
164,2019-08-14 05:40:00,93,197.0,584.0,144.39745503143496,2019-08-14 05:40:00,10566.57,0.0,1.0,1.0
165,2019-08-14 06:00:00,147,126.0,311.0,138.25080859109985,2019-08-14 06:00:00,10564.81,0.0,0.0,0.0
166,2019-08-14 06:20:00,111,64.0,176.0,125.90542264915838,2019-08-14 06:20:00,10586.75,0.00639303,1.0,1.0
167,2019-08-14 06:40:00,95,47.0,159.0,144.06386637398185,2019-08-14 06:40:00,10575.11,0.0,1.0,1.0
168,2019-08-14 07:00:00,219,43.0,134.0,197.5030441620149,2019-08-14 07:00:00,10580.01,1e-05,1.0,0.0
169,2019-08-14 07:20:00,136,1145.0,1522.0,193.3541287427355,2019-08-14 07:20:00,10583.55,0.50084708,1.0,1.0
170,2019-08-14 07:40:00,108,105.0,293.0,117.18280128638659,2019-08-14 07:40:00,10557.84,0.0,1.0,1.0
171,2019-08-14 08:00:00,188,66.0,283.0,150.52470705038746,2019-08-14 08:00:00,10575.3,0.03337728,1.0,0.0
172,2019-08-14 08:20:00,131,104.0,372.0,92.8147626363323,2019-08-14 08:20:00,10553.45,0.0,1.0,0.0
173,2019-08-14 08:40:00,129,59.0,294.0,81.10085190751309,2019-08-14 08:40:00,10460.86,1.08353249,1.0,1.0
174,2019-08-14 09:00:00,224,137.0,373.0,172.52166658435286,2019-08-14 09:00:00,10389.73,10.48461724,0.0,1.0
175,2019-08-14 09:20:00,130,89.0,348.0,157.56800177812582,2019-08-14 09:20:00,10375.0,2.07577715,0.0,1.0
176,2019-08-14 09:40:00,123,80.0,455.0,153.72248752583118,2019-08-14 09:40:00,10467.92,0.00947939,1.0,1.0
177,2019-08-14 10:00:00,212,159.0,611.0,149.50760365403346,2019-08-14 10:00:00,10468.74,0.09364098,0.0,1.0
178,2019-08-14 10:20:00,167,369.0,632.0,200.8113345895227,2019-08-14 10:20:00,10513.2,0.03762618,0.0,0.0
179,2019-08-14 10:40:00,134,751.0,1189.0,141.84832354840864,2019-08-14 10:40:00,10490.25,0.15935929,0.0,1.0
180,2019-08-14 11:00:00,194,105.0,351.0,79.51078795581235,2019-08-14 11:00:00,10494.18,0.0094958558,0.0,1.0
181,2019-08-14 11:20:00,165,90.0,402.0,165.98003760709068,2019-08-14 11:20:00,10470.03,0.00342984,1.0,1.0
182,2019-08-14 11:40:00,149,82.0,422.0,174.6767519960673,2019-08-14 11:40:00,10482.76,0.0,1.0,0.0
183,2019-08-14 12:00:00,222,191.0,664.0,197.84859481295706,2019-08-14 12:00:00,10517.57,0.01069177,0.0,0.0
184,2019-08-14 12:20:00,140,192.0,728.0,171.17096388509918,2019-08-14 12:20:00,10611.68,1.41372581,0.0,0.0
185,2019-08-14 12:40:00,149,672.0,1012.0,175.19375641452285,2019-08-14 12:40:00,10612.13,0.66898514,1.0,1.0
186,2019-08-14 13:00:00,229,156.0,578.0,207.49973248959435,2019-08-14 13:00:00,10587.0,0.26627582,1.0,0.0
187,2019-08-14 13:20:00,172,165.0,488.0,156.10601385249402,2019-08-14 13:20:00,10619.8,0.8620824,1.0,1.0
188,2019-08-14 13:40:00,179,159.0,634.0,169.92511209446005,2019-08-14 13:40:00,10575.26,0.50594371,1.0,1.0
189,2019-08-14 14:00:00,227,59.0,355.0,89.74453409837517,2019-08-14 14:00:00,10560.02,0.00915081,1.0,0.0
190,2019-08-14 14:20:00,175,240.0,808.0,68.03346137151216,2019-08-14 14:20:00,10475.97,0.11759814,1.0,1.0
191,2019-08-14 14:40:00,210,254.0,917.0,71.27672136233032,2019-08-14 14:40:00,10460.0,0.12184208,1.0,0.0
192,2019-08-14 15:00:00,248,170.0,546.0,200.7844679210102,2019-08-14 15:00:00,10447.72,10.87162462,0.0,1.0
193,2019-08-14 15:20:00,170,574.0,1092.0,124.0731534061352,2019-08-14 15:20:00,10505.79,0.053410829699999995,1.0,0.0
194,2019-08-14 15:40:00,179,92.0,422.0,173.2213245173552,2019-08-14 15:40:00,10461.39,4.01755963,0.0,1.0
195,2019-08-14 16:00:00,203,198.0,619.0,229.30904401781476,2019-08-14 16:00:00,10515.16,8.58005792,0.0,1.0
196,2019-08-14 16:20:00,186,325.0,694.0,169.11759302627826,2019-08-14 16:20:00,10544.09,0.0,1.0,0.0
197,2019-08-14 16:40:00,185,223.0,1164.0,128.6024666630824,2019-08-14 16:40:00,10354.55,1.7805061671,0.0,1.0
198,2019-08-14 17:00:00,289,665.0,1035.0,211.85925652560832,2019-08-14 17:00:00,10288.88,38.0103476198,1.0,1.0
199,2019-08-14 17:20:00,235,118.0,617.0,213.66412181688258,2019-08-14 17:20:00,10118.17,0.5889106024,0.0,0.0
200,2019-08-14 17:40:00,173,109.0,749.0,56.38089655901816,2019-08-14 17:40:00,10157.79,0.31724604,0.0,1.0
201,2019-08-14 18:00:00,224,162.0,523.0,153.01729556061633,2019-08-14 18:00:00,10212.0,2.17200505,1.0,1.0
202,2019-08-14 18:20:00,181,103.0,480.0,166.6692609169009,2019-08-14 18:20:00,10214.05,0.0,0.0,0.0
203,2019-08-14 18:40:00,142,58.0,434.0,133.39322814332365,2019-08-14 18:40:00,10157.14,1.5730987269999999,1.0,1.0
204,2019-08-14 19:00:00,197,79.0,344.0,116.30620866346351,2019-08-14 19:00:00,10161.87,0.03456695,0.0,0.0
205,2019-08-14 19:20:00,151,250.0,933.0,145.82513004187558,2019-08-14 19:20:00,10197.04,0.00935124,0.0,0.0
206,2019-08-14 19:40:00,155,96.0,586.0,136.095068386543,2019-08-14 19:40:00,10165.26,0.06484812,1.0,0.0
207,2019-08-14 20:00:00,177,330.0,916.0,63.249586635530754,2019-08-14 20:00:00,10119.6,0.73640011,0.0,0.0
208,2019-08-14 20:20:00,142,222.0,595.0,92.55228097809272,2019-08-14 20:20:00,10132.26,0.89044996,1.0,1.0
209,2019-08-14 20:40:00,149,132.0,370.0,145.7328002042349,2019-08-14 20:40:00,10176.6,0.04733579,0.0,0.0
210,2019-08-14 21:00:00,200,166.0,833.0,118.12919733994545,2019-08-14 21:00:00,10168.57,0.61692148,0.0,0.0
211,2019-08-14 21:20:00,136,117.0,349.0,61.272746987729846,2019-08-14 21:20:00,10201.64,2.91513702,1.0,1.0
212,2019-08-14 21:40:00,110,275.0,954.0,37.37118350445906,2019-08-14 21:40:00,10177.11,1.2230610772,1.0,1.0
213,2019-08-14 22:00:00,187,133.0,574.0,146.77143222336343,2019-08-14 22:00:00,10187.33,0.0334423,1.0,0.0
